Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCR50,OUT035,2511.8152
FDE39,OUT018,1896.8732
FDN49,OUT027,1111.1858
DRG11,OUT035,1611.5001
NCA18,OUT049,2002.1907
FDM36,OUT018,2729.95
FDW32,OUT017,1359.8425
NCQ18,OUT010,182.96948
FDX14,OUT027,2199.0383
FDD46,OUT017,2479.074
FDI34,OUT019,558.68085
NCJ17,OUT035,1362.3856
FDB52,OUT035,4078.486
FDV55,OUT018,2278.559
FDC57,OUT046,3068.4573
FDB29,OUT046,1998.4764
NCO43,OUT035,1585.0315
FDG44,OUT045,793.4373
FDJ34,OUT045,2041.1287
FDH40,OUT049,1306.096
NCD07,OUT027,3083.6787
FDB41,OUT017,743.9259
FDH47,OUT018,1476.6309
DRK37,OUT035,3068.219
FDM25,OUT019,443.03607
NCX06,OUT045,3052.4736
NCS05,OUT017,2041.7758
FDS39,OUT045,2048.016
FDC47,OUT027,6000.5747
FDG20,OUT013,2960.4478
DRL23,OUT017,1611.5001
FDY33,OUT013,2620.765
NCH18,OUT045,3910.7039
FDX47,OUT035,2518.2842
NCB06,OUT045,2627.8052
FDP36,OUT049,743.0248
FDW44,OUT018,2729.95
NCU41,OUT018,2851.5693
NCS17,OUT046,1562.1155
FDD46,OUT035,2518.2842
FDE45,OUT017,2950.548
FDI09,OUT017,3940.2358
NCJ54,OUT010,535.1173
NCA29,OUT018,2729.95
NCN41,OUT027,3152.3098
FDY34,OUT035,2661.3062
NCG55,OUT035,1953.2646
DRM49,OUT046,680.3119
NCB42,OUT049,2002.1907
FDE58,OUT045,1952.6176
DRJ25,OUT013,743.933
FDS47,OUT010,175.56726
FDY21,OUT049,3068.2688
NCI54,OUT013,1823.6981
FDO24,OUT017,2626.7183
FDY43,OUT035,2859.6067
FDF35,OUT018,1523.6656
NCP29,OUT019,192.37141
FDN28,OUT027,2775.2231
FDJ50,OUT018,711.2664
FDQ14,OUT027,4065.8184
FDC37,OUT035,1611.5001
FDN08,OUT046,2027.4907
FDD04,OUT035,2048.663
FDW34,OUT018,3391.8577
FDP04,OUT017,1011.5633
NCG07,OUT017,3079.2715
NCN14,OUT018,2846.0964
FDJ16,OUT045,850.4881
NCM42,OUT045,1610.8531
NCF19,OUT046,741.26624
FDY21,OUT018,3098.9844
FDY19,OUT035,1953.2646
FDV09,OUT045,2461.5864
FDA28,OUT013,2072.287
FDC38,OUT018,1905.485
FDL28,OUT045,3857.3474
NCH43,OUT049,3672.3196
NCN53,OUT045,663.4919
NCW05,OUT017,1611.5001
NCO30,OUT018,2846.0964
FDT04,OUT019,87.08349
FDB27,OUT018,3098.9844
NCK07,OUT013,2786.3484
NCA53,OUT013,743.933
FDB33,OUT018,2456.0083
FDU37,OUT017,1284.1152
FDR13,OUT035,1953.2646
FDE45,OUT049,2955.5837
FDV37,OUT017,3076.6504
FDX44,OUT019,294.8398
NCL06,OUT017,4122.4307
FDJ28,OUT045,3055.543
FDX55,OUT049,3750.52
NCK17,OUT018,593.3694
FDH52,OUT035,999.4017
FDN13,OUT027,2781.3586
FDK44,OUT018,2729.95
FDU16,OUT046,1309.0095
FDZ07,OUT017,937.5719
NCN06,OUT027,4492.444
FDH02,OUT010,207.60701
NCW18,OUT045,3857.3474
FDH57,OUT013,2072.287
FDV35,OUT045,2506.6353
NCU29,OUT013,2458.0464
NCP02,OUT046,848.7835
FDN44,OUT013,2641.5898
FDX03,OUT018,599.9911
FDR11,OUT010,411.35397
FDA36,OUT046,3072.1543
FDP58,OUT027,5497.983
FDH31,OUT045,1565.8525
FDH34,OUT035,3068.219
FDS13,OUT035,4161.881
FDT01,OUT018,3266.3845
FDY09,OUT049,2940.701
FDV33,OUT027,6014.562
NCW29,OUT010,256.3714
NCN17,OUT045,1591.1123
FDX01,OUT046,1998.4764
FDL03,OUT049,3079.9724
DRL59,OUT049,827.63116
DRM11,OUT027,6014.562
FDA43,OUT049,3079.9724
FDZ56,OUT010,376.20102
FDI44,OUT018,1202.5535
FDB50,OUT013,1265.5222
FDU15,OUT019,90.46499
NCJ19,OUT019,158.3947
FDD48,OUT013,1980.7509
NCW42,OUT035,3823.9297
FDL24,OUT017,2935.6653
NCB30,OUT013,3089.1921
FDK25,OUT013,2859.2737
FDW28,OUT049,3079.9724
FDD47,OUT017,2922.445
FDK16,OUT019,251.1227
FDW37,OUT046,1514.5698
FDA48,OUT035,3793.9458
FDA14,OUT017,2464.1775
FDV15,OUT013,1612.9935
FDN22,OUT049,3972.5232
NCD55,OUT045,682.02893
FDY43,OUT013,2837.4697
NCU05,OUT017,1284.1152
FDF10,OUT035,2468.942
FDR39,OUT018,2846.0964
FDG40,OUT013,658.3381
FDZ28,OUT019,307.06696
FDE02,OUT045,1516.2727
FDU60,OUT049,2854.2087
FDM21,OUT013,4048.4883
FDV52,OUT019,306.1661
NCW06,OUT013,3091.8132
FDX36,OUT035,3871.807
FDT35,OUT027,4537.5737
NCL19,OUT010,261.41443
NCD31,OUT046,2648.5334
FDE53,OUT019,292.59338
FDW58,OUT019,264.4127
DRF48,OUT046,3068.4573
FDW57,OUT035,2937.323
DRH13,OUT017,1611.5001
FDT33,OUT013,2837.4697
DRK47,OUT027,6000.5747
FDY22,OUT010,314.886
FDC35,OUT019,557.11835
FDO03,OUT013,3843.8926
FDF24,OUT045,1321.009
FDF56,OUT018,2754.4377
FDD28,OUT013,828.481
FDG53,OUT027,3153.2695
FDO27,OUT019,250.99007
NCF54,OUT018,2729.95
FDC20,OUT027,1751.2252
FDU10,OUT046,663.91327
DRA24,OUT018,2474.923
FDA02,OUT010,388.8412
FDG10,OUT017,840.3106
FDW39,OUT010,370.8649
FDP04,OUT019,192.37141
NCM55,OUT013,3095.5103
FDG47,OUT045,4104.0986
NCU41,OUT017,3079.2715
NCK31,OUT017,769.3683
FDZ46,OUT045,1610.8531
FDU13,OUT027,4063.013
NCF19,OUT045,744.33875
NCJ43,OUT013,2945.565
NCJ05,OUT045,2500.1663
FDS04,OUT027,3136.5098
FDX28,OUT010,184.2301
FDB41,OUT027,1111.1858
FDG53,OUT046,2096.9
FDL15,OUT010,409.64114
FDQ08,OUT049,940.35986
DRN36,OUT013,1567.9929
FDI46,OUT013,3980.0898
FDG16,OUT027,5497.983
FDV32,OUT013,959.3686
FDF44,OUT010,256.3714
FDK04,OUT018,797.5902
NCA41,OUT013,3091.8132
FDD51,OUT017,680.546
NCZ53,OUT045,3055.543
FDP01,OUT027,4078.1445
FDY25,OUT049,2994.42
FDB17,OUT018,2754.4377
NCV54,OUT018,1896.8732
FDJ32,OUT017,1011.5633
FDA37,OUT049,2093.7268
FDG35,OUT035,2937.323
NCM05,OUT018,3743.4507
FDG45,OUT046,3675.7053
FDH28,OUT013,665.7128
NCE18,OUT049,3960.7837
FDH38,OUT045,1952.6176
FDR56,OUT013,3077.4885
FDH17,OUT027,2706.3462
FDD39,OUT049,3750.52
FDB41,OUT049,743.0248
NCR53,OUT046,3821.9146
FDX46,OUT017,840.3106
FDV28,OUT049,662.1777
FDA08,OUT018,2474.923
FDH45,OUT017,680.546
NCS38,OUT010,249.0658
FDD40,OUT010,473.92865
DRM59,OUT035,2511.8152
NCJ43,OUT018,2729.95
NCN29,OUT013,743.933
NCC19,OUT045,3055.543
FDR56,OUT035,3065.598
FDZ43,OUT049,3908.325
FDJ32,OUT010,163.74123
DRH03,OUT017,1516.9197
NCZ54,OUT035,2661.3062
FDE26,OUT017,2464.1775
FDS03,OUT045,1018.7567
DRZ24,OUT019,321.31738
FDO48,OUT027,5416.736
FDW39,OUT049,2940.701
NCK05,OUT049,963.2221
NCK30,OUT017,4007.9514
FDT27,OUT018,3346.6453
FDS08,OUT019,402.0876
NCJ19,OUT049,833.6721
FDC58,OUT045,683.38416
DRE37,OUT013,3091.8132
FDW02,OUT035,2041.7758
FDJ02,OUT010,401.81412
FDX09,OUT045,2939.5298
FDT31,OUT010,450.26978
FDI24,OUT049,2955.5837
FDY09,OUT045,2924.647
FDV28,OUT045,663.4919
DRM47,OUT049,3082.5935
FDT52,OUT019,557.91364
FDI48,OUT018,735.23035
FDY55,OUT017,4017.2053
FDU48,OUT013,2072.287
FDN25,OUT045,840.7818
FDP20,OUT049,2093.7268
FDJ15,OUT013,3095.5103
FDD04,OUT018,1905.485
FDY58,OUT045,3857.3474
FDR37,OUT018,2852.4238
FDF44,OUT013,2072.287
FDD32,OUT045,1321.009
FDR57,OUT017,2514.8804
DRG39,OUT027,1751.2252
FDX15,OUT017,2626.7183
DRN37,OUT045,2657.8787
FDW40,OUT027,3153.2695
FDB32,OUT049,1514.5698
FDM40,OUT018,2278.559
FDE39,OUT027,2967.3237
DRH49,OUT017,1319.1129
FDT46,OUT049,743.0248
NCF06,OUT035,4078.486
FDP07,OUT017,3076.6504
FDC04,OUT013,3909.9956
FDZ32,OUT017,1611.5001
FDD50,OUT045,2846.9307
FDU56,OUT017,3082.9685
FDV34,OUT017,1011.5633
NCY41,OUT013,660.6606
NCK18,OUT046,2657.782
DRH25,OUT049,787.0099
FDT57,OUT046,3883.221
FDV56,OUT018,1523.6656
FDV12,OUT045,1565.8525
FDN52,OUT017,1451.8528
FDX38,OUT035,744.9856
FDE47,OUT018,1905.485
NCO07,OUT013,3698.5728
FDV09,OUT027,4065.8184
FDZ23,OUT019,523.5476
DRH51,OUT018,1372.3707
NCY54,OUT045,2924.647
DRG49,OUT013,3909.9956
NCC19,OUT049,3082.5935
NCV53,OUT045,3910.7039
FDZ47,OUT019,247.80855
NCO26,OUT018,1827.3032
NCP02,OUT045,975.89264
NCW30,OUT018,3407.5999
NCN55,OUT046,3898.376
FDB20,OUT010,172.51678
DRL11,OUT013,2511.2253
DRD60,OUT045,2995.7336
FDW14,OUT010,176.4541
FDL27,OUT010,172.51678
FDU09,OUT018,792.5067
DRH36,OUT027,1915.0363
FDP34,OUT027,4354.236
FDE04,OUT017,2950.548
FDZ57,OUT027,3169.517
FDF02,OUT010,245.51443
FDG28,OUT045,3910.7039
NCI31,OUT046,660.4191
FDT43,OUT013,767.69354
FDU20,OUT046,2090.0125
FDD53,OUT013,680.55286
FDW15,OUT045,2461.5864
NCT53,OUT045,2648.6301
NCG55,OUT027,2985.222
FDD48,OUT035,1953.2646
FDG47,OUT049,4119.6875
FDI21,OUT017,1011.5633
FDT27,OUT017,3886.8794
DRO35,OUT013,1980.7509
FDD33,OUT017,3886.8794
FDC04,OUT035,3948.2683
FDY34,OUT013,2641.5898
DRJ49,OUT049,2093.7268
FDE05,OUT049,2471.9658
FDU31,OUT017,3785.9133
NCN19,OUT027,5382.3345
FDK56,OUT027,5392.659
FDK58,OUT017,1611.5001
NCJ42,OUT035,1611.5001
FDZ34,OUT027,5516.4185
FDA52,OUT018,2729.95
NCR29,OUT013,828.481
FDT48,OUT035,3523.8943
DRJ51,OUT019,559.85614
NCS54,OUT046,2945.7388
FDV01,OUT035,2511.8152
DRG51,OUT027,4454.993
NCG42,OUT013,2072.287
FDA51,OUT049,2002.1907
FDV19,OUT010,419.67606
NCT18,OUT045,2995.7336
NCS41,OUT045,3059.24
FDO03,OUT046,3835.7554
FDL12,OUT010,163.28542
FDY37,OUT010,314.886
FDI58,OUT049,1514.5698
FDT28,OUT018,2267.4172
NCC42,OUT010,256.3714
FDO01,OUT017,2041.7758
FDJ02,OUT013,2458.0464
FDQ04,OUT018,597.56555
DRL47,OUT013,2072.287
FDZ32,OUT035,1611.5001
FDC35,OUT035,3749.9395
FDX14,OUT045,1087.6372
FDZ35,OUT013,1612.9935
FDL14,OUT013,2506.6123
FDO04,OUT049,827.63116
DRK11,OUT017,2464.1775
FDB44,OUT018,3282.9456
FDZ50,OUT049,3086.2905
FDI12,OUT027,2749.5593
FDU43,OUT017,3925.0808
FDD58,OUT010,183.4347
FDB27,OUT017,3076.6504
FDB04,OUT018,1305.6207
NCO17,OUT013,2009.7655
FDL12,OUT017,840.3106
DRJ13,OUT049,2644.2856
FDD57,OUT045,1565.8525
FDW19,OUT035,1807.7373
DRD27,OUT018,1503.9248
FDH27,OUT027,4078.101
NCW30,OUT027,6014.562
FDR40,OUT018,1202.5535
FDG05,OUT013,2511.2253
NCY41,OUT019,87.825615
FDI38,OUT018,3196.0764
FDR20,OUT046,680.3119
FDE09,OUT017,1611.5001
FDN50,OUT019,258.9404
DRF27,OUT045,2472.342
DRF51,OUT013,660.6606
NCO02,OUT019,194.48024
FDB51,OUT027,1686.3298
FDJ50,OUT013,786.19666
FDN52,OUT013,1348.739
FDX14,OUT013,1253.3848
FDT27,OUT019,554.0639
FDV10,OUT013,679.19763
FDU33,OUT046,680.3119
FDU58,OUT046,3068.4573
NCP42,OUT027,5516.4185
FDL51,OUT027,5497.983
DRH15,OUT027,1111.1858
FDU16,OUT017,1359.8425
FDW15,OUT017,2464.1775
FDQ44,OUT045,2041.1287
NCI06,OUT027,4853.0
DRK23,OUT019,576.2997
FDC28,OUT035,1611.5001
NCY17,OUT019,86.43014
NCV05,OUT018,2347.0935
FDM34,OUT019,305.41144
DRD60,OUT027,5393.5527
FDT38,OUT046,1358.4177
FDQ57,OUT018,2267.4172
FDE59,OUT027,1062.922
NCM43,OUT046,2648.5334
DRI51,OUT049,2934.068
NCG30,OUT017,2041.7758
NCK54,OUT035,1953.2646
FDQ16,OUT019,300.0513
FDI36,OUT013,3089.1921
FDX16,OUT027,4063.013
FDA34,OUT046,2930.856
FDJ48,OUT018,3391.8577
FDU47,OUT035,2041.7758
FDS39,OUT046,2124.2646
FDD11,OUT046,3962.5742
FDM16,OUT027,1849.7115
FDU56,OUT018,2852.4238
FDQ32,OUT017,2041.7758
DRK35,OUT013,665.7128
FDA58,OUT049,3851.486
DRG48,OUT019,336.45734
FDT59,OUT010,536.60706
FDQ31,OUT019,225.14223
FDS51,OUT018,919.9279
FDW32,OUT027,2603.5317
FDI15,OUT027,5625.5063
NCV30,OUT017,987.305
DRG25,OUT049,3082.5935
FDT02,OUT013,658.3381
FDO33,OUT027,2988.5054
FDP38,OUT035,770.428
FDZ45,OUT035,3053.8943
NCA54,OUT027,4853.0
FDU33,OUT017,743.9259
FDN58,OUT017,3886.8794
FDI05,OUT045,1125.5447
FDM57,OUT019,222.57988
NCS42,OUT027,2749.5593
FDB57,OUT045,3786.3652
FDC03,OUT045,3052.9219
FDZ58,OUT013,2072.287
NCK29,OUT045,2041.1287
NCR53,OUT045,3834.2424
FDE26,OUT027,4078.101
FDU52,OUT049,2493.8914
FDE41,OUT027,2317.5364
FDU38,OUT018,2851.5693
FDA52,OUT017,2935.6653
FDW46,OUT046,1017.05237
DRI59,OUT035,3871.807
FDT38,OUT035,1362.3856
FDL33,OUT018,3098.9844
FDQ01,OUT027,6023.599
FDJ08,OUT046,3068.4573
FDQ47,OUT049,662.1777
NCZ18,OUT013,3980.0898
FDE29,OUT017,964.44293
FDF10,OUT027,4063.013
FDC48,OUT049,1308.2115
FDY58,OUT013,3853.1567
NCX30,OUT010,561.54553
FDV11,OUT013,2960.4478
FDT46,OUT046,741.26624
DRD01,OUT019,158.35963
FDQ11,OUT013,3989.3442
NCM41,OUT017,1516.9197
NCC55,OUT013,660.6606
FDG45,OUT027,5497.983
NCQ54,OUT049,2832.4048
FDM34,OUT045,2041.1287
FDD17,OUT019,554.0639
FDN38,OUT027,6029.869
FDB53,OUT018,2267.4172
NCL06,OUT035,4161.881
NCV18,OUT019,222.57988
FDX25,OUT013,3084.5835
FDB39,OUT046,841.66876
FDC33,OUT049,3079.9724
NCO14,OUT018,599.9911
FDA58,OUT027,6029.869
NCQ02,OUT017,3079.2715
NCR53,OUT017,3877.6152
FDN52,OUT046,1439.8192
FDG26,OUT046,3971.8286
FDE23,OUT027,1269.3577
DRI37,OUT013,873.81165
DRH37,OUT018,2484.5693
FDO01,OUT035,2041.7758
FDK45,OUT049,1990.7368
FDP23,OUT049,3672.3196
FDM33,OUT035,3793.9458
FDD36,OUT017,2041.7758
FDL56,OUT017,1359.8425
FDT27,OUT010,531.06335
FDG52,OUT017,682.97156
NCL42,OUT035,3948.2683
DRJ24,OUT046,3068.4573
FDV38,OUT046,790.3648
FDT35,OUT045,2846.9307
FDY51,OUT045,3756.3813
FDC37,OUT017,1611.5001
NCP43,OUT013,3031.5647
FDO33,OUT045,1819.0167
FDW04,OUT018,1905.485
NCC31,OUT046,2500.1663
FDK22,OUT049,3672.3196
FDJ50,OUT017,836.8612
FDV13,OUT017,1480.5829
DRL60,OUT017,2479.074
FDW03,OUT017,1611.5001
FDY27,OUT035,2952.2058
FDB39,OUT027,1751.2252
FDU59,OUT045,2648.6301
FDZ57,OUT049,2093.7268
FDO21,OUT049,3828.381
FDS43,OUT018,2842.3994
FDU28,OUT010,464.2
FDC51,OUT010,252.71808
FDW16,OUT010,185.4708
FDP32,OUT010,254.82367
FDB60,OUT019,467.78732
NCQ30,OUT046,2090.0125
FDD26,OUT049,3086.2905
FDI44,OUT045,1286.0114
DRH23,OUT046,848.7835
FDO44,OUT046,1788.7045
FDG04,OUT046,3068.4573
FDM32,OUT027,2749.8298
FDM09,OUT013,2859.2737
FDZ47,OUT013,1579.5657
FDM40,OUT027,3351.2793
FDY48,OUT017,1609.4154
NCM30,OUT045,683.38416
FDX36,OUT010,721.9392
DRF03,OUT017,665.70575
FDN51,OUT049,4104.0986
FDM57,OUT049,1317.5948
FDB35,OUT049,1514.5698
FDY13,OUT027,2215.9114
FDA37,OUT017,2041.7758
NCX53,OUT017,2048.663
FDD59,OUT018,1202.5535
FDX10,OUT019,87.825615
FDC03,OUT018,2812.4043
FDW43,OUT035,3885.6477
FDW10,OUT046,2930.856
FDY14,OUT027,5992.9243
FDV43,OUT045,744.33875
FDO40,OUT013,2458.0464
FDP46,OUT027,2749.5593
NCE43,OUT019,441.50516
FDD05,OUT035,2041.7758
FDJ60,OUT010,383.13034
DRE27,OUT018,1476.6309
FDO11,OUT035,4010.0876
DRG11,OUT027,2878.79
FDK33,OUT010,663.5023
DRM23,OUT045,2846.9307
FDJ02,OUT027,4078.101
NCZ05,OUT045,1610.8531
NCL30,OUT013,2072.287
FDZ19,OUT018,2729.95
FDM45,OUT049,2093.7268
FDO36,OUT046,2945.7388
NCK31,OUT045,744.33875
DRJ37,OUT045,2500.1663
FDP24,OUT018,1905.485
FDF46,OUT013,1980.7509
FDX46,OUT019,162.23851
NCL18,OUT045,3052.9219
FDJ26,OUT013,3682.012
FDJ07,OUT045,1952.6176
FDY15,OUT013,2506.6123
DRG01,OUT045,1125.5447
FDF58,OUT045,1018.7567
FDZ14,OUT019,307.06696
FDP31,OUT049,986.22235
FDH45,OUT013,680.55286
FDA09,OUT010,370.8649
FDW31,OUT035,3053.8943
FDA57,OUT046,678.95667
NCE55,OUT035,2937.323
FDC17,OUT019,511.25726
FDC59,OUT013,983.6269
FDA22,OUT013,2837.4697
FDK52,OUT035,3871.807
NCM26,OUT046,2500.1663
NCT53,OUT035,2794.588
FDW45,OUT018,2267.4172
NCI18,OUT035,3823.9297
FDE38,OUT018,2474.923
FDF08,OUT019,225.14223
FDY58,OUT010,539.1576
FDF58,OUT019,192.37141
FDX39,OUT017,3747.0933
FDB44,OUT049,3688.8804
FDF28,OUT013,2072.287
FDE39,OUT013,1980.7509
FDT37,OUT018,3398.2048
FDZ45,OUT017,3091.5815
FDO40,OUT035,2468.942
FDM57,OUT027,2361.1362
DRG36,OUT017,2935.6653
FDY36,OUT010,172.51678
DRL60,OUT027,4078.1445
FDS25,OUT019,308.15793
DRF49,OUT027,3083.6787
FDP16,OUT045,3910.7039
FDS60,OUT049,2994.42
FDU15,OUT027,1062.922
FDK43,OUT046,2090.0125
FDN25,OUT046,848.7835
FDE53,OUT049,1620.1483
FDB22,OUT013,2506.6123
FDE39,OUT017,2035.6589
FDX35,OUT035,3885.6477
NCG54,OUT049,2854.2087
FDH27,OUT035,2468.942
NCK42,OUT013,3682.012
FDS25,OUT049,1620.1483
FDI10,OUT018,2729.95
FDU35,OUT035,1591.7593
FDI04,OUT017,3091.5815
DRK23,OUT035,4010.0876
FDB53,OUT019,353.45142
FDY02,OUT049,4119.6875
FDM60,OUT035,679.83484
NCJ31,OUT010,533.2363
DRP35,OUT017,2041.7758
NCQ30,OUT018,1905.485
DRL11,OUT010,411.35397
FDU01,OUT013,3095.5103
FDR39,OUT035,2991.042
FDO08,OUT046,2657.782
FDC02,OUT045,4104.0986
NCZ29,OUT035,2041.7758
FDF29,OUT010,256.3714
FDZ23,OUT017,3079.2715
NCU53,OUT018,2474.923
NCW30,OUT013,4048.4883
NCM26,OUT027,4338.9556
FDV50,OUT027,3152.3098
FDW15,OUT049,2460.824
FDI35,OUT027,5393.5527
FDO11,OUT017,3990.3154
FDN48,OUT046,1514.5698
NCA17,OUT049,2460.824
NCN54,OUT013,1265.5222
FDP22,OUT013,743.933
NCB54,OUT035,2041.7758
FDD08,OUT045,663.4919
DRM48,OUT010,106.851074
FDG41,OUT027,3083.6787
FDE44,OUT027,1307.198
FDE26,OUT035,2468.942
NCS38,OUT013,1856.2975
NCJ54,OUT018,3346.6453
FDI40,OUT019,250.26558
FDN45,OUT018,3368.1658
FDU43,OUT046,3898.376
FDI04,OUT010,444.19263
NCC07,OUT018,1523.6656
NCC07,OUT019,236.07144
NCD18,OUT045,3857.3474
FDU55,OUT035,4136.8857
FDX59,OUT035,664.13885
FDR52,OUT049,3082.5935
NCP17,OUT013,983.6269
FDQ32,OUT045,2041.1287
NCT17,OUT049,3082.5935
FDO10,OUT049,833.6721
FDE32,OUT049,662.1777
FDN44,OUT045,2627.8052
FDH02,OUT035,1480.5829
FDK60,OUT013,1579.5657
FDS24,OUT019,224.45985
FDL03,OUT010,661.4362
FDB46,OUT027,5497.983
FDO48,OUT049,3780.504
FDZ39,OUT049,1620.1483
FDT02,OUT027,1062.922
FDC50,OUT013,1564.0684
FDP39,OUT035,770.428
DRG15,OUT018,868.1294
FDP10,OUT018,1523.6656
FDF53,OUT027,5450.378
FDN34,OUT045,2846.9307
FDK02,OUT045,2041.1287
FDC23,OUT045,2924.647
FDJ10,OUT019,307.5882
FDE53,OUT035,1611.5001
FDR25,OUT035,4161.881
FDW50,OUT046,2657.782
FDS09,OUT049,766.78534
FDW49,OUT010,370.79276
FDU51,OUT046,2945.7388
FDF28,OUT018,1905.485
NCY30,OUT018,2754.4377
FDD44,OUT045,4099.3213
FDX09,OUT017,2950.548
NCF30,OUT013,2072.287
FDZ50,OUT019,531.0629
FDW37,OUT013,1470.9694
FDD11,OUT049,3972.5232
DRH39,OUT018,1010.1612
FDA36,OUT049,3086.2905
NCG43,OUT049,1514.5698
FDF02,OUT035,1611.5001
FDP57,OUT027,2775.2231
NCE42,OUT017,3886.8794
NCR38,OUT027,6023.599
FDP03,OUT019,307.06696
FDO51,OUT035,684.0311
NCQ42,OUT046,2090.0125
NCM41,OUT046,1468.5493
FDH48,OUT027,2361.1362
DRF60,OUT046,3845.0195
FDJ27,OUT035,1609.4154
FDQ14,OUT013,2458.0464
FDN27,OUT017,1979.2543
NCQ02,OUT046,3068.4573
FDJ33,OUT049,2093.7268
FDP07,OUT027,5508.606
DRE01,OUT049,3908.325
FDU36,OUT045,1584.3845
FDL28,OUT017,3886.8794
NCX53,OUT046,2096.9
FDZ39,OUT013,1612.9935
NCP42,OUT013,3089.1921
FDJ14,OUT035,1321.656
FDK04,OUT049,827.63116
NCC19,OUT017,3076.6504
FDS09,OUT018,711.2664
FDZ02,OUT046,1593.6799
FDD35,OUT018,1905.485
NCY42,OUT017,2464.1775
FDB05,OUT045,3910.7039
FDF20,OUT035,3065.598
NCO41,OUT018,1478.665
FDC40,OUT027,2215.9114
FDV58,OUT045,3052.9219
FDZ57,OUT045,2041.1287
DRM35,OUT046,2976.803
DRN36,OUT018,1474.7405
FDQ13,OUT046,1311.1251
DRO35,OUT010,255.24121
NCD43,OUT035,1611.5001
FDA51,OUT018,1827.3032
NCX17,OUT027,6102.745
NCZ17,OUT049,667.2299
FDR11,OUT027,4348.235
FDW34,OUT049,3908.325
FDN50,OUT017,1516.9197
FDS09,OUT046,741.26624
FDS48,OUT018,2267.4172
FDL44,OUT049,2644.2856
DRF48,OUT018,2842.3994
FDA14,OUT018,2267.4172
NCD30,OUT049,1562.1155
FDI16,OUT017,769.3683
NCG06,OUT035,4136.8857
DRZ24,OUT035,2041.7758
NCS17,OUT045,1563.8184
FDB37,OUT045,3910.7039
FDE10,OUT035,2041.7758
FDC57,OUT045,3055.543
FDM12,OUT018,2842.3994
FDE24,OUT049,2093.7268
FDW22,OUT045,3756.3813
DRD01,OUT027,1401.7753
NCZ18,OUT027,6014.562
FDN49,OUT045,679.18787
FDR22,OUT035,1947.4001
FDV08,OUT019,90.04897
FDY39,OUT046,3072.1543
FDV36,OUT049,2093.7268
FDO60,OUT045,744.33875
FDU04,OUT027,3152.3098
FDR20,OUT027,1269.3577
FDW19,OUT019,308.15793
FDU40,OUT049,3079.9724
FDK15,OUT045,1565.8525
DRF15,OUT035,2484.638
FDQ25,OUT017,2935.6653
FDI48,OUT019,128.13078
FDS49,OUT046,1274.0116
FDV22,OUT046,2627.7085
NCV42,OUT046,1620.1483
FDX26,OUT046,3072.1543
FDI33,OUT018,1390.6802
FDZ14,OUT049,2093.7268
FDG10,OUT013,828.481
FDM38,OUT018,683.7704
FDG26,OUT027,6014.562
FDH46,OUT035,1609.4154
FDN13,OUT018,1497.197
FDU57,OUT035,2468.942
NCI06,OUT046,2984.575
FDM38,OUT045,793.4373
NCG42,OUT010,256.3714
FDL39,OUT045,2978.366
FDT31,OUT019,513.54205
FDV59,OUT013,3682.012
FDB49,OUT035,1591.7593
FDD58,OUT049,1618.0636
DRN59,OUT046,741.26624
FDX48,OUT049,2493.8914
FDQ11,OUT049,3981.7776
FDY12,OUT049,787.0099
FDQ11,OUT045,3981.7776
DRI11,OUT017,1953.2646
FDY32,OUT027,4454.993
FDS51,OUT045,975.89264
FDR19,OUT010,332.05707
DRB13,OUT018,2851.5693
FDS21,OUT035,999.4017
FDQ40,OUT045,2924.647
NCE55,OUT013,2945.565
FDX43,OUT027,4536.7573
FDS12,OUT049,2093.7268
DRK01,OUT027,2732.2476
FDN25,OUT017,836.8612
FDB60,OUT046,3065.8362
FDQ13,OUT017,1321.2285
DRK13,OUT045,3052.9219
DRF25,OUT018,575.35046
NCD42,OUT019,86.32748
FDW25,OUT045,1332.5079
NCV29,OUT027,4870.237
NCK42,OUT035,3722.9185
DRJ13,OUT027,4472.684
DRD15,OUT017,3886.8794
FDM27,OUT045,2511.2483
FDZ50,OUT018,2846.0964
FDC04,OUT046,3898.376
FDF50,OUT049,3079.9724
FDP15,OUT045,4040.9216
FDK46,OUT035,4136.8857
FDZ56,OUT018,2621.9822
FDY60,OUT049,2471.9658
FDB10,OUT035,3933.1133
FDR57,OUT045,2506.6353
FDU58,OUT049,3082.5935
FDH02,OUT046,1468.5493
FDP48,OUT013,3084.5835
FDI46,OUT035,4010.0876
FDW56,OUT013,3091.8132
NCM19,OUT010,245.06665
FDS50,OUT027,5628.843
FDK24,OUT013,682.9784
FDO36,OUT017,3005.8157
FDK45,OUT027,2985.222
NCL05,OUT045,683.38416
FDL32,OUT018,1827.3032
FDA28,OUT049,2093.7268
FDY36,OUT018,1010.1612
FDP32,OUT018,1905.485
FDL50,OUT046,2090.0125
DRC24,OUT049,2471.5796
NCS18,OUT017,1611.5001
FDD16,OUT017,1128.7991
NCV18,OUT013,1348.739
FDX07,OUT046,3072.1543
NCZ05,OUT027,2775.2231
NCI31,OUT013,660.6606
FDK14,OUT049,1308.2115
NCR06,OUT045,683.38416
NCF54,OUT049,2940.701
DRG23,OUT010,401.7936
FDD53,OUT046,680.3119
NCM31,OUT027,3136.5098
FDT16,OUT017,4122.4307
